OBJECTID,JOIN_FID,INCIDENT,FIRE_YEARn,GISAcres,TotalBird,year,month,day,individualCount,genus,specificEpithet,species,vernacularName,collectionCode
23177,257,W i l d h o r s e,2005,63771.3,2762,2012,9,15,3,Pipilo,maculatus,Pipilo maculatus,Spotted Towhee,EBIRD
23178,187,B l u e   C u t,2016,36266.55,278,2001,6,2,2,Phainopepla,nitens,Phainopepla nitens,Phainopepla,EBIRD
23179,212,B l u e   C u t,2002,6821.039,115,2001,6,2,2,Phainopepla,nitens,Phainopepla nitens,Phainopepla,EBIRD
23180,242,B l u e   C u t,2016,36266.7,278,2001,6,2,2,Phainopepla,nitens,Phainopepla nitens,Phainopepla,EBIRD
23181,557,DOME DOME,2020,44211.08459,1303,2017,11,13,1,Corvus,corax,Corvus corax,Common Raven,EBIRD
23182,257,W i l d h o r s e,2005,63771.3,2762,2013,1,4,2,Lanius,ludovicianus,Lanius ludovicianus,Loggerhead Shrike,EBIRD
23183,257,W i l d h o r s e,2005,63771.3,2762,2003,4,12,4,Tachycineta,thalassina,Tachycineta thalassina,Violet-green Swallow,EBIRD
23184,558,Bobcat Bobcat,2020,115997.5701,4012,2015,4,25,1,Sayornis,nigricans,Sayornis nigricans,Black Phoebe,EBIRD
23185,257,W i l d h o r s e,2005,63771.3,2762,2010,5,22,2,Mimus,polyglottos,Mimus polyglottos,Northern Mockingbird,EBIRD
23186,558,Bobcat Bobcat,2020,115997.5701,4012,2010,10,16,1,Spinus,psaltria,Spinus psaltria,Lesser Goldfinch,EBIRD
23187,558,Bobcat Bobcat,2020,115997.5701,4012,2015,4,20,6,Agelaius,phoeniceus,Agelaius phoeniceus,Red-winged Blackbird,EBIRD
23188,257,W i l d h o r s e,2005,63771.3,2762,2018,5,6,2,Thryomanes,bewickii,Thryomanes bewickii,Bewick's Wren,EBIRD
23189,257,W i l d h o r s e,2005,63771.3,2762,2008,7,16,NA,Mimus,polyglottos,Mimus polyglottos,Northern Mockingbird,EBIRD
23190,557,DOME DOME,2020,44211.08459,1303,2009,4,11,NA,Lanius,ludovicianus,Lanius ludovicianus,Loggerhead Shrike,EBIRD
23191,257,W i l d h o r s e,2005,63771.3,2762,2016,4,23,1,Baeolophus,ridgwayi,Baeolophus ridgwayi,Juniper Titmouse,EBIRD
23192,29,S A W T O O T H   C O M P L E X,2006,61767.18,192,2014,2,22,3,Corvus,corax,Corvus corax,Common Raven,EBIRD
23193,558,Bobcat Bobcat,2020,115997.5701,4012,2014,3,22,1,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
23194,257,W i l d h o r s e,2005,63771.3,2762,2018,5,27,5,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
23195,257,W i l d h o r s e,2005,63771.3,2762,2016,4,23,2,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
23196,257,W i l d h o r s e,2005,63771.3,2762,2014,4,6,NA,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
23197,558,Bobcat Bobcat,2020,115997.5701,4012,2006,4,30,5,Aphelocoma,californica,Aphelocoma californica,California Scrub-Jay,EBIRD
23198,116,N E E N A C H,2017,18.74323,47,2015,12,27,200,Eremophila,alpestris,Eremophila alpestris,Horned Lark,EBIRD
23199,558,Bobcat Bobcat,2020,115997.5701,4012,1977,2,10,NA,Aythya,valisineria,Aythya valisineria,Canvasback,EBIRD
23200,257,W i l d h o r s e,2005,63771.3,2762,2015,5,24,1,Aeronautes,saxatalis,Aeronautes saxatalis,White-throated Swift,EBIRD
23201,558,Bobcat Bobcat,2020,115997.5701,4012,2009,11,14,1,Branta,canadensis,Branta canadensis,Canada Goose,EBIRD
23202,558,Bobcat Bobcat,2020,115997.5701,4012,2010,10,16,1,Picoides,nuttallii,Picoides nuttallii,Nuttall's Woodpecker,EBIRD
23203,558,Bobcat Bobcat,2020,115997.5701,4012,2013,11,16,2,Melozone,crissalis,Melozone crissalis,California Towhee,EBIRD
23204,558,Bobcat Bobcat,2020,115997.5701,4012,2013,4,22,1,Corvus,corax,Corvus corax,Common Raven,EBIRD
23205,558,Bobcat Bobcat,2020,115997.5701,4012,2011,11,12,1,Buteo,regalis,Buteo regalis,Ferruginous Hawk,EBIRD
23206,558,Bobcat Bobcat,2020,115997.5701,4012,2013,4,22,2,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
23207,558,Bobcat Bobcat,2020,115997.5701,4012,2017,4,30,4,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
23208,257,W i l d h o r s e,2005,63771.3,2762,1991,4,13,NA,Sitta,canadensis,Sitta canadensis,Red-breasted Nuthatch,EBIRD
23209,558,Bobcat Bobcat,2020,115997.5701,4012,2015,3,4,4,Anas,cyanoptera,Anas cyanoptera,Cinnamon Teal,EBIRD
23210,558,Bobcat Bobcat,2020,115997.5701,4012,2013,1,26,4,Melozone,crissalis,Melozone crissalis,California Towhee,EBIRD
23211,187,B l u e   C u t,2016,36266.55,278,2001,5,17,NA,Spizella,atrogularis,Spizella atrogularis,Black-chinned Sparrow,EBIRD
23212,212,B l u e   C u t,2002,6821.039,115,2001,5,17,NA,Spizella,atrogularis,Spizella atrogularis,Black-chinned Sparrow,EBIRD
23213,242,B l u e   C u t,2016,36266.7,278,2001,5,17,NA,Spizella,atrogularis,Spizella atrogularis,Black-chinned Sparrow,EBIRD
23214,558,Bobcat Bobcat,2020,115997.5701,4012,2011,6,27,NA,Cyanocitta,stelleri,Cyanocitta stelleri,Steller's Jay,EBIRD
23215,257,W i l d h o r s e,2005,63771.3,2762,2017,3,16,1,Sialia,mexicana,Sialia mexicana,Western Bluebird,EBIRD
23216,216,O l d,2003,91428,243,2013,4,22,4,Melospiza,melodia,Melospiza melodia,Song Sparrow,EBIRD
23217,257,W i l d h o r s e,2005,63771.3,2762,2010,5,22,1,Cathartes,aura,Cathartes aura,Turkey Vulture,EBIRD
23218,257,W i l d h o r s e,2005,63771.3,2762,2015,5,25,1,Vireo,cassinii,Vireo cassinii,Cassin's Vireo,EBIRD
23219,257,W i l d h o r s e,2005,63771.3,2762,2011,4,30,NA,Cathartes,aura,Cathartes aura,Turkey Vulture,EBIRD
23220,257,W i l d h o r s e,2005,63771.3,2762,2015,10,10,1,Setophaga,nigrescens,Setophaga nigrescens,Black-throated Gray Warbler,EBIRD
23221,558,Bobcat Bobcat,2020,115997.5701,4012,2017,12,24,10,Sturnella,neglecta,Sturnella neglecta,Western Meadowlark,EBIRD
23222,257,W i l d h o r s e,2005,63771.3,2762,2010,3,20,1,Toxostoma,crissale,Toxostoma crissale,Crissal Thrasher,EBIRD
23223,558,Bobcat Bobcat,2020,115997.5701,4012,2011,11,18,10,Fulica,americana,Fulica americana,American Coot,EBIRD
23224,558,Bobcat Bobcat,2020,115997.5701,4012,2014,4,19,NA,Oreortyx,pictus,Oreortyx pictus,Mountain Quail,EBIRD
23225,257,W i l d h o r s e,2005,63771.3,2762,2012,9,2,4,Cathartes,aura,Cathartes aura,Turkey Vulture,EBIRD
23226,558,Bobcat Bobcat,2020,115997.5701,4012,2015,8,2,1,Setophaga,petechia,Setophaga petechia,Yellow Warbler,EBIRD
23227,187,B l u e   C u t,2016,36266.55,278,2001,6,2,4,Icterus,bullockii,Icterus bullockii,Bullock's Oriole,EBIRD
23228,212,B l u e   C u t,2002,6821.039,115,2001,6,2,4,Icterus,bullockii,Icterus bullockii,Bullock's Oriole,EBIRD
23229,242,B l u e   C u t,2016,36266.7,278,2001,6,2,4,Icterus,bullockii,Icterus bullockii,Bullock's Oriole,EBIRD
23230,558,Bobcat Bobcat,2020,115997.5701,4012,2007,3,24,1,Branta,canadensis,Branta canadensis,Canada Goose,EBIRD
23231,257,W i l d h o r s e,2005,63771.3,2762,2017,11,17,1,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
23232,558,Bobcat Bobcat,2020,115997.5701,4012,2015,3,4,6,Setophaga,coronata,Setophaga coronata,Yellow-rumped Warbler,EBIRD
23233,556,Lake Lake,2020,30999.28856,112,2002,4,12,2,Mimus,polyglottos,Mimus polyglottos,Northern Mockingbird,EBIRD
23234,558,Bobcat Bobcat,2020,115997.5701,4012,2013,11,24,3,Phainopepla,nitens,Phainopepla nitens,Phainopepla,EBIRD
23235,558,Bobcat Bobcat,2020,115997.5701,4012,2012,2,26,1,Falco,sparverius,Falco sparverius,American Kestrel,EBIRD
23236,257,W i l d h o r s e,2005,63771.3,2762,2011,4,30,2,Myiarchus,cinerascens,Myiarchus cinerascens,Ash-throated Flycatcher,EBIRD
23237,558,Bobcat Bobcat,2020,115997.5701,4012,2010,2,13,6,Sialia,mexicana,Sialia mexicana,Western Bluebird,EBIRD
23238,558,Bobcat Bobcat,2020,115997.5701,4012,2013,1,21,6,Sialia,currucoides,Sialia currucoides,Mountain Bluebird,EBIRD
23239,558,Bobcat Bobcat,2020,115997.5701,4012,2009,4,25,2,Icterus,parisorum,Icterus parisorum,Scott's Oriole,EBIRD
23240,257,W i l d h o r s e,2005,63771.3,2762,2016,7,29,1,Corvus,corax,Corvus corax,Common Raven,EBIRD
23241,557,DOME DOME,2020,44211.08459,1303,2012,3,18,1,Picoides,scalaris,Picoides scalaris,Ladder-backed Woodpecker,EBIRD
23242,257,W i l d h o r s e,2005,63771.3,2762,2015,5,9,1,Toxostoma,crissale,Toxostoma crissale,Crissal Thrasher,EBIRD
23243,558,Bobcat Bobcat,2020,115997.5701,4012,2015,4,19,1,Passerina,caerulea,Passerina caerulea,Blue Grosbeak,EBIRD
23244,557,DOME DOME,2020,44211.08459,1303,2014,3,24,1,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
23245,558,Bobcat Bobcat,2020,115997.5701,4012,2019,4,15,1,Passer,domesticus,Passer domesticus,House Sparrow,EBIRD
23246,557,DOME DOME,2020,44211.08459,1303,2018,3,16,NA,Quiscalus,mexicanus,Quiscalus mexicanus,Great-tailed Grackle,EBIRD
23247,257,W i l d h o r s e,2005,63771.3,2762,2003,4,12,1,Pheucticus,melanocephalus,Pheucticus melanocephalus,Black-headed Grosbeak,EBIRD
23248,557,DOME DOME,2020,44211.08459,1303,2011,6,6,1,Myiarchus,cinerascens,Myiarchus cinerascens,Ash-throated Flycatcher,EBIRD
23249,557,DOME DOME,2020,44211.08459,1303,2015,9,19,2,Corvus,corax,Corvus corax,Common Raven,EBIRD
23250,257,W i l d h o r s e,2005,63771.3,2762,2018,5,27,2,Passerina,amoena,Passerina amoena,Lazuli Bunting,EBIRD
23251,557,DOME DOME,2020,44211.08459,1303,2016,4,23,1,Myiarchus,cinerascens,Myiarchus cinerascens,Ash-throated Flycatcher,EBIRD
23252,257,W i l d h o r s e,2005,63771.3,2762,2016,3,5,6,Salpinctes,obsoletus,Salpinctes obsoletus,Rock Wren,EBIRD
23253,558,Bobcat Bobcat,2020,115997.5701,4012,2009,11,14,2,Regulus,calendula,Regulus calendula,Ruby-crowned Kinglet,EBIRD
23254,257,W i l d h o r s e,2005,63771.3,2762,2019,3,31,1,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
23255,558,Bobcat Bobcat,2020,115997.5701,4012,2018,12,10,1,Falco,sparverius,Falco sparverius,American Kestrel,EBIRD
23256,558,Bobcat Bobcat,2020,115997.5701,4012,2013,4,7,7,Corvus,corax,Corvus corax,Common Raven,EBIRD
23257,257,W i l d h o r s e,2005,63771.3,2762,2018,5,27,5,Piranga,ludoviciana,Piranga ludoviciana,Western Tanager,EBIRD
23258,29,S A W T O O T H   C O M P L E X,2006,61767.18,192,2015,12,29,2,Geococcyx,californianus,Geococcyx californianus,Greater Roadrunner,EBIRD
23259,257,W i l d h o r s e,2005,63771.3,2762,2018,5,27,3,Icterus,parisorum,Icterus parisorum,Scott's Oriole,EBIRD
23260,557,DOME DOME,2020,44211.08459,1303,2013,4,7,6,Spizella,breweri,Spizella breweri,Brewer's Sparrow,EBIRD
23261,558,Bobcat Bobcat,2020,115997.5701,4012,2014,4,6,NA,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
23262,257,W i l d h o r s e,2005,63771.3,2762,2018,5,5,2,Salpinctes,obsoletus,Salpinctes obsoletus,Rock Wren,EBIRD
23263,29,S A W T O O T H   C O M P L E X,2006,61767.18,192,2019,6,8,1,Salpinctes,obsoletus,Salpinctes obsoletus,Rock Wren,EBIRD
23264,558,Bobcat Bobcat,2020,115997.5701,4012,2011,4,17,1,Setophaga,coronata,Setophaga coronata,Yellow-rumped Warbler,EBIRD
23265,257,W i l d h o r s e,2005,63771.3,2762,2019,7,25,2,Lanius,ludovicianus,Lanius ludovicianus,Loggerhead Shrike,EBIRD
23266,558,Bobcat Bobcat,2020,115997.5701,4012,2015,2,13,1,Streptopelia,decaocto,Streptopelia decaocto,Eurasian Collared-Dove,EBIRD
23267,558,Bobcat Bobcat,2020,115997.5701,4012,2018,4,22,1,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
23268,257,W i l d h o r s e,2005,63771.3,2762,2018,11,24,1,Circus,hudsonius,Circus cyaneus,Northern Harrier,EBIRD
23269,557,DOME DOME,2020,44211.08459,1303,2019,4,26,2,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
23270,558,Bobcat Bobcat,2020,115997.5701,4012,2012,4,23,4,Aphelocoma,californica,Aphelocoma californica,California Scrub-Jay,EBIRD
23271,558,Bobcat Bobcat,2020,115997.5701,4012,2014,11,15,2,Junco,hyemalis,Junco hyemalis,Dark-eyed Junco,EBIRD
23272,558,Bobcat Bobcat,2020,115997.5701,4012,2007,5,5,1,Passerculus,sandwichensis,Passerculus sandwichensis,Savannah Sparrow,EBIRD
23273,193,P o w e r h o u s e,2013,30267.57,225,2019,4,4,4,Eremophila,alpestris,Eremophila alpestris,Horned Lark,EBIRD
23274,240,P o w e r h o u s e,2013,30267.69,225,2019,4,4,4,Eremophila,alpestris,Eremophila alpestris,Horned Lark,EBIRD
23275,558,Bobcat Bobcat,2020,115997.5701,4012,2011,11,12,1,Picoides,pubescens,Picoides pubescens,Downy Woodpecker,EBIRD
23276,257,W i l d h o r s e,2005,63771.3,2762,2014,4,5,1,Corvus,corax,Corvus corax,Common Raven,EBIRD
23277,558,Bobcat Bobcat,2020,115997.5701,4012,2012,4,7,2,Quiscalus,mexicanus,Quiscalus mexicanus,Great-tailed Grackle,EBIRD
23278,257,W i l d h o r s e,2005,63771.3,2762,2013,3,18,6,Tachycineta,thalassina,Tachycineta thalassina,Violet-green Swallow,EBIRD
23279,558,Bobcat Bobcat,2020,115997.5701,4012,2012,11,23,1,Buteo,regalis,Buteo regalis,Ferruginous Hawk,EBIRD
23280,257,W i l d h o r s e,2005,63771.3,2762,2018,5,27,2,Tyrannus,vociferans,Tyrannus vociferans,Cassin's Kingbird,EBIRD
23281,557,DOME DOME,2020,44211.08459,1303,2017,4,22,1,Cathartes,aura,Cathartes aura,Turkey Vulture,EBIRD
23282,558,Bobcat Bobcat,2020,115997.5701,4012,2015,2,7,1,Phainopepla,nitens,Phainopepla nitens,Phainopepla,EBIRD
23283,557,DOME DOME,2020,44211.08459,1303,2011,6,4,2,Myiarchus,cinerascens,Myiarchus cinerascens,Ash-throated Flycatcher,EBIRD
23284,257,W i l d h o r s e,2005,63771.3,2762,2016,3,6,1,Corvus,corax,Corvus corax,Common Raven,EBIRD
23285,558,Bobcat Bobcat,2020,115997.5701,4012,2013,2,2,2,Setophaga,coronata,Setophaga coronata,Yellow-rumped Warbler,EBIRD
23286,257,W i l d h o r s e,2005,63771.3,2762,2010,3,20,3,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
23287,257,W i l d h o r s e,2005,63771.3,2762,2019,7,25,2,Lanius,ludovicianus,Lanius ludovicianus,Loggerhead Shrike,EBIRD
23288,558,Bobcat Bobcat,2020,115997.5701,4012,2014,4,13,1,Fulica,americana,Fulica americana,American Coot,EBIRD
23289,257,W i l d h o r s e,2005,63771.3,2762,2019,5,7,1,Icterus,parisorum,Icterus parisorum,Scott's Oriole,EBIRD_PNW
23290,557,DOME DOME,2020,44211.08459,1303,2018,3,18,1,Cathartes,aura,Cathartes aura,Turkey Vulture,EBIRD
23291,558,Bobcat Bobcat,2020,115997.5701,4012,2013,10,20,2,Streptopelia,decaocto,Streptopelia decaocto,Eurasian Collared-Dove,EBIRD
23292,257,W i l d h o r s e,2005,63771.3,2762,1997,4,13,NA,Campylorhynchus,brunneicapillus,Campylorhynchus brunneicapillus,Cactus Wren,EBIRD
23293,558,Bobcat Bobcat,2020,115997.5701,4012,2019,2,8,1,Picoides,nuttallii,Picoides nuttallii,Nuttall's Woodpecker,EBIRD
23294,558,Bobcat Bobcat,2020,115997.5701,4012,2012,4,5,4,Icterus,parisorum,Icterus parisorum,Scott's Oriole,EBIRD
23295,257,W i l d h o r s e,2005,63771.3,2762,2019,5,12,1,Baeolophus,ridgwayi,Baeolophus ridgwayi,Juniper Titmouse,EBIRD
23296,187,B l u e   C u t,2016,36266.55,278,2019,1,31,9,Corvus,corax,Corvus corax,Common Raven,EBIRD
23297,242,B l u e   C u t,2016,36266.7,278,2019,1,31,9,Corvus,corax,Corvus corax,Common Raven,EBIRD
23298,558,Bobcat Bobcat,2020,115997.5701,4012,2015,4,20,4,Zenaida,macroura,Zenaida macroura,Mourning Dove,EBIRD
23299,187,B l u e   C u t,2016,36266.55,278,2014,7,1,2,Thryomanes,bewickii,Thryomanes bewickii,Bewick's Wren,EBIRD
23300,222,L o u i s i a n a,2002,6564.211,120,2014,7,1,2,Thryomanes,bewickii,Thryomanes bewickii,Bewick's Wren,EBIRD
23301,242,B l u e   C u t,2016,36266.7,278,2014,7,1,2,Thryomanes,bewickii,Thryomanes bewickii,Bewick's Wren,EBIRD
23302,558,Bobcat Bobcat,2020,115997.5701,4012,2009,6,20,3,Callipepla,californica,Callipepla californica,California Quail,EBIRD
23303,187,B l u e   C u t,2016,36266.55,278,2011,7,25,2,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
23304,222,L o u i s i a n a,2002,6564.211,120,2011,7,25,2,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
23305,242,B l u e   C u t,2016,36266.7,278,2011,7,25,2,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
23306,557,DOME DOME,2020,44211.08459,1303,2015,6,2,4,Campylorhynchus,brunneicapillus,Campylorhynchus brunneicapillus,Cactus Wren,EBIRD
23307,257,W i l d h o r s e,2005,63771.3,2762,2019,5,11,1,Cathartes,aura,Cathartes aura,Turkey Vulture,EBIRD
23308,557,DOME DOME,2020,44211.08459,1303,2008,4,5,7,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
23309,257,W i l d h o r s e,2005,63771.3,2762,2019,5,10,8,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
23310,187,B l u e   C u t,2016,36266.55,278,2014,7,1,12,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
23311,222,L o u i s i a n a,2002,6564.211,120,2014,7,1,12,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
23312,242,B l u e   C u t,2016,36266.7,278,2014,7,1,12,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
23313,558,Bobcat Bobcat,2020,115997.5701,4012,2013,3,24,5,Aphelocoma,californica,Aphelocoma californica,California Scrub-Jay,EBIRD
23314,257,W i l d h o r s e,2005,63771.3,2762,2014,5,27,2,Eremophila,alpestris,Eremophila alpestris,Horned Lark,EBIRD
23315,558,Bobcat Bobcat,2020,115997.5701,4012,2012,3,18,15,Corvus,corax,Corvus corax,Common Raven,EBIRD
23316,193,P o w e r h o u s e,2013,30267.57,225,2015,1,22,20,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
23317,240,P o w e r h o u s e,2013,30267.69,225,2015,1,22,20,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
23318,558,Bobcat Bobcat,2020,115997.5701,4012,2012,3,18,1,Ardea,herodias,Ardea herodias,Great Blue Heron,EBIRD
23319,557,DOME DOME,2020,44211.08459,1303,2010,5,22,2,Contopus,sordidulus,Contopus sordidulus,Western Wood-Pewee,EBIRD
23320,257,W i l d h o r s e,2005,63771.3,2762,2017,3,29,1,Aquila,chrysaetos,Aquila chrysaetos,Golden Eagle,EBIRD
23321,558,Bobcat Bobcat,2020,115997.5701,4012,2009,4,27,1,Branta,canadensis,Branta canadensis,Canada Goose,EBIRD
23322,558,Bobcat Bobcat,2020,115997.5701,4012,2011,11,12,6,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
23323,558,Bobcat Bobcat,2020,115997.5701,4012,2009,11,14,5,Junco,hyemalis,Junco hyemalis,Dark-eyed Junco,EBIRD
23324,558,Bobcat Bobcat,2020,115997.5701,4012,2014,2,17,1,Phainopepla,nitens,Phainopepla nitens,Phainopepla,EBIRD
23325,257,W i l d h o r s e,2005,63771.3,2762,1985,8,14,1,Cardellina,pusilla,Cardellina pusilla,Wilson's Warbler,EBIRD
23326,558,Bobcat Bobcat,2020,115997.5701,4012,2014,11,15,3,Buteo,regalis,Buteo regalis,Ferruginous Hawk,EBIRD
23327,558,Bobcat Bobcat,2020,115997.5701,4012,2003,4,11,NA,Amphispiza,bilineata,Amphispiza bilineata,Black-throated Sparrow,EBIRD
23328,257,W i l d h o r s e,2005,63771.3,2762,2008,4,19,5,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
23329,558,Bobcat Bobcat,2020,115997.5701,4012,2015,4,20,1,Tachycineta,bicolor,Tachycineta bicolor,Tree Swallow,EBIRD
23330,558,Bobcat Bobcat,2020,115997.5701,4012,2015,8,1,1,Thryomanes,bewickii,Thryomanes bewickii,Bewick's Wren,EBIRD
23331,257,W i l d h o r s e,2005,63771.3,2762,2012,5,18,1,Icterus,parisorum,Icterus parisorum,Scott's Oriole,EBIRD
23332,558,Bobcat Bobcat,2020,115997.5701,4012,2013,4,6,1,Tachycineta,thalassina,Tachycineta thalassina,Violet-green Swallow,EBIRD
23333,187,B l u e   C u t,2016,36266.55,278,2011,5,16,8,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
23334,212,B l u e   C u t,2002,6821.039,115,2011,5,16,8,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
23335,242,B l u e   C u t,2016,36266.7,278,2011,5,16,8,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
23336,558,Bobcat Bobcat,2020,115997.5701,4012,2010,5,1,2,Sayornis,nigricans,Sayornis nigricans,Black Phoebe,EBIRD
23337,257,W i l d h o r s e,2005,63771.3,2762,2012,5,19,3,Setophaga,townsendi,Setophaga townsendi,Townsend's Warbler,EBIRD
23338,558,Bobcat Bobcat,2020,115997.5701,4012,2013,4,22,2,Callipepla,californica,Callipepla californica,California Quail,EBIRD
23339,257,W i l d h o r s e,2005,63771.3,2762,2019,5,26,4,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
23340,558,Bobcat Bobcat,2020,115997.5701,4012,2015,4,25,1,Troglodytes,aedon,Troglodytes aedon,House Wren,EBIRD
23341,557,DOME DOME,2020,44211.08459,1303,2010,5,22,2,Corvus,corax,Corvus corax,Common Raven,EBIRD
23342,558,Bobcat Bobcat,2020,115997.5701,4012,2013,3,31,1,Toxostoma,redivivum,Toxostoma redivivum,California Thrasher,EBIRD
23343,558,Bobcat Bobcat,2020,115997.5701,4012,2019,5,24,4,Campylorhynchus,brunneicapillus,Campylorhynchus brunneicapillus,Cactus Wren,EBIRD
23344,257,W i l d h o r s e,2005,63771.3,2762,2013,3,18,1,Aquila,chrysaetos,Aquila chrysaetos,Golden Eagle,EBIRD
23345,558,Bobcat Bobcat,2020,115997.5701,4012,2012,11,10,20,Poecile,gambeli,Poecile gambeli,Mountain Chickadee,EBIRD
23346,558,Bobcat Bobcat,2020,115997.5701,4012,2009,4,25,2,Callipepla,californica,Callipepla californica,California Quail,EBIRD
23347,557,DOME DOME,2020,44211.08459,1303,2010,5,22,2,Corvus,corax,Corvus corax,Common Raven,EBIRD
23348,558,Bobcat Bobcat,2020,115997.5701,4012,2012,11,4,3,Colaptes,auratus,Colaptes auratus,Northern Flicker,EBIRD
23349,557,DOME DOME,2020,44211.08459,1303,2015,5,3,9,Amphispiza,bilineata,Amphispiza bilineata,Black-throated Sparrow,EBIRD
23350,558,Bobcat Bobcat,2020,115997.5701,4012,2012,2,26,1,Picoides,nuttallii,Picoides nuttallii,Nuttall's Woodpecker,EBIRD
23351,558,Bobcat Bobcat,2020,115997.5701,4012,2014,5,31,2,Tyrannus,verticalis,Tyrannus verticalis,Western Kingbird,EBIRD
23352,558,Bobcat Bobcat,2020,115997.5701,4012,2012,11,10,14,Bombycilla,cedrorum,Bombycilla cedrorum,Cedar Waxwing,EBIRD
23353,193,P o w e r h o u s e,2013,30267.57,225,2016,4,17,4,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
23354,240,P o w e r h o u s e,2013,30267.69,225,2016,4,17,4,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
23355,257,W i l d h o r s e,2005,63771.3,2762,2017,11,14,2,Lanius,ludovicianus,Lanius ludovicianus,Loggerhead Shrike,EBIRD
23356,257,W i l d h o r s e,2005,63771.3,2762,2019,7,25,8,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
23357,257,W i l d h o r s e,2005,63771.3,2762,2017,11,15,1,Sialia,mexicana,Sialia mexicana,Western Bluebird,EBIRD
23358,558,Bobcat Bobcat,2020,115997.5701,4012,2017,4,17,2,Troglodytes,aedon,Troglodytes aedon,House Wren,EBIRD
23359,257,W i l d h o r s e,2005,63771.3,2762,2018,5,26,2,Contopus,sordidulus,Contopus sordidulus,Western Wood-Pewee,EBIRD
23360,257,W i l d h o r s e,2005,63771.3,2762,2013,3,17,2,Bubo,virginianus,Bubo virginianus,Great Horned Owl,EBIRD
23361,257,W i l d h o r s e,2005,63771.3,2762,2016,12,13,6,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
23362,558,Bobcat Bobcat,2020,115997.5701,4012,1977,2,10,NA,Setophaga,coronata,Setophaga coronata,Yellow-rumped Warbler,EBIRD
23363,557,DOME DOME,2020,44211.08459,1303,2017,10,22,1,Passerculus,sandwichensis,Passerculus sandwichensis,Savannah Sparrow,EBIRD
23364,257,W i l d h o r s e,2005,63771.3,2762,2010,6,19,2,Corvus,corax,Corvus corax,Common Raven,EBIRD
23365,557,DOME DOME,2020,44211.08459,1303,2012,4,7,1,Spizella,passerina,Spizella passerina,Chipping Sparrow,EBIRD
23366,257,W i l d h o r s e,2005,63771.3,2762,2011,10,23,1,Accipiter,cooperii,Accipiter cooperii,Cooper's Hawk,EBIRD
23367,558,Bobcat Bobcat,2020,115997.5701,4012,2013,10,20,1,Regulus,calendula,Regulus calendula,Ruby-crowned Kinglet,EBIRD
23368,558,Bobcat Bobcat,2020,115997.5701,4012,2019,4,15,1,Tyrannus,verticalis,Tyrannus verticalis,Western Kingbird,EBIRD
23369,29,S A W T O O T H   C O M P L E X,2006,61767.18,192,2016,1,1,2,Aphelocoma,californica,Aphelocoma californica,California Scrub-Jay,EBIRD
23370,29,S A W T O O T H   C O M P L E X,2006,61767.18,192,2015,12,29,NA,Callipepla,gambelii,Callipepla gambelii,Gambel's Quail,EBIRD
