OBJECTID,JOIN_FID,INCIDENT,FIRE_YEARn,GISAcres,TotalBird,year,month,day,individualCount,genus,specificEpithet,species,vernacularName,collectionCode
23371,257,W i l d h o r s e,2005,63771.3,2762,2010,4,10,1,Aphelocoma,woodhouseii,Aphelocoma woodhouseii,Woodhouse's Scrub-Jay,EBIRD
23372,257,W i l d h o r s e,2005,63771.3,2762,2012,5,19,4,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
23373,257,W i l d h o r s e,2005,63771.3,2762,2014,4,6,1,Regulus,calendula,Regulus calendula,Ruby-crowned Kinglet,EBIRD_CAN
23374,257,W i l d h o r s e,2005,63771.3,2762,2014,6,9,2,Callipepla,gambelii,Callipepla gambelii,Gambel's Quail,EBIRD
23375,257,W i l d h o r s e,2005,63771.3,2762,2017,3,29,1,Zenaida,macroura,Zenaida macroura,Mourning Dove,EBIRD
23376,257,W i l d h o r s e,2005,63771.3,2762,2016,4,24,1,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
23377,558,Bobcat Bobcat,2020,115997.5701,4012,2013,2,10,1,Colaptes,auratus,Colaptes auratus,Northern Flicker,EBIRD
23378,557,DOME DOME,2020,44211.08459,1303,2016,5,8,5,Icterus,bullockii,Icterus bullockii,Bullock's Oriole,EBIRD
23379,257,W i l d h o r s e,2005,63771.3,2762,2015,6,2,2,Mimus,polyglottos,Mimus polyglottos,Northern Mockingbird,EBIRD
23380,383,C O M A N C H E,2011,25939.01,49,2019,5,9,9,Troglodytes,aedon,Troglodytes aedon,House Wren,EBIRD
23381,538,C o m m a n c h e,2011,25938.91,49,2019,5,9,9,Troglodytes,aedon,Troglodytes aedon,House Wren,EBIRD
23382,558,Bobcat Bobcat,2020,115997.5701,4012,2014,4,21,4,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
23383,257,W i l d h o r s e,2005,63771.3,2762,2013,3,18,2,Myadestes,townsendi,Myadestes townsendi,Townsend's Solitaire,EBIRD
23384,216,O l d,2003,91428,243,2010,9,18,14,Phainopepla,nitens,Phainopepla nitens,Phainopepla,EBIRD
23385,557,DOME DOME,2020,44211.08459,1303,2019,6,19,3,Campylorhynchus,brunneicapillus,Campylorhynchus brunneicapillus,Cactus Wren,EBIRD
23386,257,W i l d h o r s e,2005,63771.3,2762,2012,9,2,4,Zenaida,macroura,Zenaida macroura,Mourning Dove,EBIRD
23387,558,Bobcat Bobcat,2020,115997.5701,4012,2015,4,20,2,Pheucticus,melanocephalus,Pheucticus melanocephalus,Black-headed Grosbeak,EBIRD
23388,557,DOME DOME,2020,44211.08459,1303,2019,6,8,2,Falco,sparverius,Falco sparverius,American Kestrel,EBIRD
23389,558,Bobcat Bobcat,2020,115997.5701,4012,2016,11,6,2,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
23390,558,Bobcat Bobcat,2020,115997.5701,4012,2015,4,25,2,Molothrus,ater,Molothrus ater,Brown-headed Cowbird,EBIRD
23391,558,Bobcat Bobcat,2020,115997.5701,4012,2017,3,26,1,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
23392,557,DOME DOME,2020,44211.08459,1303,2019,5,10,1,Sayornis,saya,Sayornis saya,Say's Phoebe,EBIRD
23393,558,Bobcat Bobcat,2020,115997.5701,4012,2012,4,23,1,Callipepla,californica,Callipepla californica,California Quail,EBIRD
23394,558,Bobcat Bobcat,2020,115997.5701,4012,2019,4,15,1,Colaptes,auratus,Colaptes auratus,Northern Flicker,EBIRD
23395,193,P o w e r h o u s e,2013,30267.57,225,2012,4,16,20,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
23396,240,P o w e r h o u s e,2013,30267.69,225,2012,4,16,20,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
23397,257,W i l d h o r s e,2005,63771.3,2762,2019,5,20,1,Myiarchus,cinerascens,Myiarchus cinerascens,Ash-throated Flycatcher,EBIRD
23398,557,DOME DOME,2020,44211.08459,1303,2019,6,25,3,Toxostoma,bendirei,Toxostoma bendirei,Bendire's Thrasher,EBIRD
23399,193,P o w e r h o u s e,2013,30267.57,225,2012,4,17,2,Melospiza,melodia,Melospiza melodia,Song Sparrow,EBIRD
23400,240,P o w e r h o u s e,2013,30267.69,225,2012,4,17,2,Melospiza,melodia,Melospiza melodia,Song Sparrow,EBIRD
23401,558,Bobcat Bobcat,2020,115997.5701,4012,2017,5,24,1,Streptopelia,decaocto,Streptopelia decaocto,Eurasian Collared-Dove,EBIRD
23402,558,Bobcat Bobcat,2020,115997.5701,4012,2014,4,6,5,Junco,hyemalis,Junco hyemalis,Dark-eyed Junco,EBIRD
23403,383,C O M A N C H E,2011,25939.01,49,2019,5,9,1,Passerina,amoena,Passerina amoena,Lazuli Bunting,EBIRD
23404,538,C o m m a n c h e,2011,25938.91,49,2019,5,9,1,Passerina,amoena,Passerina amoena,Lazuli Bunting,EBIRD
23405,557,DOME DOME,2020,44211.08459,1303,2019,4,11,1,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
23406,558,Bobcat Bobcat,2020,115997.5701,4012,2019,4,15,2,Cathartes,aura,Cathartes aura,Turkey Vulture,EBIRD
23407,558,Bobcat Bobcat,2020,115997.5701,4012,2014,11,15,2,Sphyrapicus,ruber,Sphyrapicus ruber,Red-breasted Sapsucker,EBIRD
23408,29,S A W T O O T H   C O M P L E X,2006,61767.18,192,2019,6,8,2,Polioptila,caerulea,Polioptila caerulea,Blue-gray Gnatcatcher,EBIRD
23409,558,Bobcat Bobcat,2020,115997.5701,4012,2019,12,9,2,Junco,hyemalis,Junco hyemalis,Dark-eyed Junco,EBIRD
23410,257,W i l d h o r s e,2005,63771.3,2762,2018,5,26,3,Aphelocoma,woodhouseii,Aphelocoma woodhouseii,Woodhouse's Scrub-Jay,EBIRD
23411,558,Bobcat Bobcat,2020,115997.5701,4012,2017,3,7,20,Columba,livia,Columba livia,Rock Pigeon,EBIRD
23412,558,Bobcat Bobcat,2020,115997.5701,4012,2006,4,16,2,Setophaga,coronata,Setophaga coronata,Yellow-rumped Warbler,EBIRD
23413,187,B l u e   C u t,2016,36266.55,278,2011,6,8,1,Piranga,ludoviciana,Piranga ludoviciana,Western Tanager,EBIRD
23414,222,L o u i s i a n a,2002,6564.211,120,2011,6,8,1,Piranga,ludoviciana,Piranga ludoviciana,Western Tanager,EBIRD
23415,242,B l u e   C u t,2016,36266.7,278,2011,6,8,1,Piranga,ludoviciana,Piranga ludoviciana,Western Tanager,EBIRD
23416,257,W i l d h o r s e,2005,63771.3,2762,2017,3,16,2,Baeolophus,ridgwayi,Baeolophus ridgwayi,Juniper Titmouse,EBIRD
23417,216,O l d,2003,91428,243,2013,5,13,3,Myiarchus,cinerascens,Myiarchus cinerascens,Ash-throated Flycatcher,EBIRD
23418,558,Bobcat Bobcat,2020,115997.5701,4012,2013,11,16,4,Sialia,mexicana,Sialia mexicana,Western Bluebird,EBIRD
23419,557,DOME DOME,2020,44211.08459,1303,2017,4,1,3,Lanius,ludovicianus,Lanius ludovicianus,Loggerhead Shrike,EBIRD
23420,558,Bobcat Bobcat,2020,115997.5701,4012,2016,4,9,NA,Callipepla,californica,Callipepla californica,California Quail,EBIRD
23421,257,W i l d h o r s e,2005,63771.3,2762,2018,3,18,1,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
23422,257,W i l d h o r s e,2005,63771.3,2762,2012,4,21,2,Campylorhynchus,brunneicapillus,Campylorhynchus brunneicapillus,Cactus Wren,EBIRD
23423,257,W i l d h o r s e,2005,63771.3,2762,2010,3,20,1,Oreoscoptes,montanus,Oreoscoptes montanus,Sage Thrasher,EBIRD
23424,558,Bobcat Bobcat,2020,115997.5701,4012,2018,6,16,2,Icterus,bullockii,Icterus bullockii,Bullock's Oriole,EBIRD
23425,257,W i l d h o r s e,2005,63771.3,2762,2004,3,31,NA,Thryomanes,bewickii,Thryomanes bewickii,Bewick's Wren,EBIRD
23426,257,W i l d h o r s e,2005,63771.3,2762,2015,4,11,5,Aphelocoma,woodhouseii,Aphelocoma woodhouseii,Woodhouse's Scrub-Jay,EBIRD
23427,558,Bobcat Bobcat,2020,115997.5701,4012,2013,2,3,3,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
23428,557,DOME DOME,2020,44211.08459,1303,2012,5,19,2,Toxostoma,bendirei,Toxostoma bendirei,Bendire's Thrasher,EBIRD
23429,558,Bobcat Bobcat,2020,115997.5701,4012,2014,4,21,8,Agelaius,phoeniceus,Agelaius phoeniceus,Red-winged Blackbird,EBIRD
23430,216,O l d,2003,91428,243,1998,6,6,1,Melospiza,melodia,Melospiza melodia,Song Sparrow,EBIRD
23431,558,Bobcat Bobcat,2020,115997.5701,4012,2011,12,27,5,Poecile,gambeli,Poecile gambeli,Mountain Chickadee,EBIRD
23432,257,W i l d h o r s e,2005,63771.3,2762,2013,3,18,6,Aeronautes,saxatalis,Aeronautes saxatalis,White-throated Swift,EBIRD
23433,257,W i l d h o r s e,2005,63771.3,2762,2013,11,10,3,Colaptes,auratus,Colaptes auratus,Northern Flicker,EBIRD
23434,558,Bobcat Bobcat,2020,115997.5701,4012,2014,4,6,5,Junco,hyemalis,Junco hyemalis,Dark-eyed Junco,EBIRD
23435,557,DOME DOME,2020,44211.08459,1303,2013,4,13,5,Myiarchus,cinerascens,Myiarchus cinerascens,Ash-throated Flycatcher,EBIRD
23436,123,T o p o c k,2016,2228.4,49,2015,4,21,6,Zenaida,macroura,Zenaida macroura,Mourning Dove,EBIRD
23437,244,T o p o c k,2016,0,49,2015,4,21,6,Zenaida,macroura,Zenaida macroura,Mourning Dove,EBIRD
23438,558,Bobcat Bobcat,2020,115997.5701,4012,1977,2,12,NA,Colaptes,auratus,Colaptes auratus,Northern Flicker,EBIRD
23439,257,W i l d h o r s e,2005,63771.3,2762,2018,3,27,1,Thryomanes,bewickii,Thryomanes bewickii,Bewick's Wren,EBIRD
23440,257,W i l d h o r s e,2005,63771.3,2762,2003,4,12,1,Polioptila,caerulea,Polioptila caerulea,Blue-gray Gnatcatcher,EBIRD
23441,116,N E E N A C H,2017,18.74323,47,2016,12,4,3,Corvus,corax,Corvus corax,Common Raven,EBIRD
23442,558,Bobcat Bobcat,2020,115997.5701,4012,2016,4,10,6,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
23443,557,DOME DOME,2020,44211.08459,1303,2019,5,11,2,Corvus,corax,Corvus corax,Common Raven,EBIRD
23444,257,W i l d h o r s e,2005,63771.3,2762,2016,5,8,5,Cardellina,pusilla,Cardellina pusilla,Wilson's Warbler,EBIRD
23445,558,Bobcat Bobcat,2020,115997.5701,4012,2009,11,14,1,Phainopepla,nitens,Phainopepla nitens,Phainopepla,EBIRD
23446,216,O l d,2003,91428,243,2011,1,1,4,Toxostoma,redivivum,Toxostoma redivivum,California Thrasher,EBIRD
23447,257,W i l d h o r s e,2005,63771.3,2762,2018,5,27,3,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
23448,557,DOME DOME,2020,44211.08459,1303,2010,3,20,1,Buteo,regalis,Buteo regalis,Ferruginous Hawk,EBIRD
23449,558,Bobcat Bobcat,2020,115997.5701,4012,2011,5,1,1,Picoides,nuttallii,Picoides nuttallii,Nuttall's Woodpecker,EBIRD
23450,179,P i l o t,2016,8110.823,33,2016,4,23,2,Corvus,corax,Corvus corax,Common Raven,EBIRD
23451,234,P i l o t,2016,8110.855,33,2016,4,23,2,Corvus,corax,Corvus corax,Common Raven,EBIRD
23452,29,S A W T O O T H   C O M P L E X,2006,61767.18,192,2011,4,11,6,Zenaida,macroura,Zenaida macroura,Mourning Dove,EBIRD
23453,556,Lake Lake,2020,30999.28856,112,2001,5,16,1,Aphelocoma,californica,Aphelocoma californica,California Scrub-Jay,EBIRD
23454,557,DOME DOME,2020,44211.08459,1303,2010,7,2,3,Tyrannus,verticalis,Tyrannus verticalis,Western Kingbird,EBIRD
23455,557,DOME DOME,2020,44211.08459,1303,1998,6,7,NA,Amphispiza,bilineata,Amphispiza bilineata,Black-throated Sparrow,EBIRD
23456,257,W i l d h o r s e,2005,63771.3,2762,2016,4,23,2,Corvus,corax,Corvus corax,Common Raven,EBIRD
23457,558,Bobcat Bobcat,2020,115997.5701,4012,2017,4,17,2,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
23458,558,Bobcat Bobcat,2020,115997.5701,4012,2017,4,17,2,Tyrannus,verticalis,Tyrannus verticalis,Western Kingbird,EBIRD
23459,257,W i l d h o r s e,2005,63771.3,2762,2018,3,25,3,Aphelocoma,woodhouseii,Aphelocoma woodhouseii,Woodhouse's Scrub-Jay,EBIRD
23460,257,W i l d h o r s e,2005,63771.3,2762,2008,6,7,38,Eremophila,alpestris,Eremophila alpestris,Horned Lark,EBIRD
23461,257,W i l d h o r s e,2005,63771.3,2762,1991,4,13,2,Colaptes,chrysoides,Colaptes chrysoides,Gilded Flicker,EBIRD
23462,558,Bobcat Bobcat,2020,115997.5701,4012,2017,12,11,25,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
23463,187,B l u e   C u t,2016,36266.55,278,2011,7,1,2,Toxostoma,redivivum,Toxostoma redivivum,California Thrasher,EBIRD
23464,222,L o u i s i a n a,2002,6564.211,120,2011,7,1,2,Toxostoma,redivivum,Toxostoma redivivum,California Thrasher,EBIRD
23465,242,B l u e   C u t,2016,36266.7,278,2011,7,1,2,Toxostoma,redivivum,Toxostoma redivivum,California Thrasher,EBIRD
23466,558,Bobcat Bobcat,2020,115997.5701,4012,2019,5,6,1,Streptopelia,decaocto,Streptopelia decaocto,Eurasian Collared-Dove,EBIRD
23467,557,DOME DOME,2020,44211.08459,1303,2011,4,2,1,Salpinctes,obsoletus,Salpinctes obsoletus,Rock Wren,EBIRD
23468,257,W i l d h o r s e,2005,63771.3,2762,1992,5,2,2,Aquila,chrysaetos,Aquila chrysaetos,Golden Eagle,EBIRD
23469,558,Bobcat Bobcat,2020,115997.5701,4012,2019,3,9,4,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
23470,558,Bobcat Bobcat,2020,115997.5701,4012,2019,7,25,1,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
23471,558,Bobcat Bobcat,2020,115997.5701,4012,2018,12,10,1,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
23472,556,Lake Lake,2020,30999.28856,112,2010,4,18,4,Callipepla,californica,Callipepla californica,California Quail,EBIRD
23473,116,N E E N A C H,2017,18.74323,47,2016,12,4,2,Lanius,ludovicianus,Lanius ludovicianus,Loggerhead Shrike,EBIRD
23474,558,Bobcat Bobcat,2020,115997.5701,4012,2014,4,13,5,Agelaius,phoeniceus,Agelaius phoeniceus,Red-winged Blackbird,EBIRD
23475,257,W i l d h o r s e,2005,63771.3,2762,2017,3,17,2,Corvus,corax,Corvus corax,Common Raven,EBIRD
23476,558,Bobcat Bobcat,2020,115997.5701,4012,2011,4,10,2,Sialia,mexicana,Sialia mexicana,Western Bluebird,EBIRD
23477,257,W i l d h o r s e,2005,63771.3,2762,2015,8,28,1,Sayornis,saya,Sayornis saya,Say's Phoebe,EBIRD
23478,557,DOME DOME,2020,44211.08459,1303,2019,3,31,1,Campylorhynchus,brunneicapillus,Campylorhynchus brunneicapillus,Cactus Wren,EBIRD
23479,557,DOME DOME,2020,44211.08459,1303,2016,4,29,2,Campylorhynchus,brunneicapillus,Campylorhynchus brunneicapillus,Cactus Wren,EBIRD
23480,558,Bobcat Bobcat,2020,115997.5701,4012,2009,4,25,6,Agelaius,phoeniceus,Agelaius phoeniceus,Red-winged Blackbird,EBIRD
23481,558,Bobcat Bobcat,2020,115997.5701,4012,2018,12,10,1,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
23482,558,Bobcat Bobcat,2020,115997.5701,4012,2013,4,4,2,Sialia,mexicana,Sialia mexicana,Western Bluebird,EBIRD
23483,257,W i l d h o r s e,2005,63771.3,2762,2014,4,6,NA,Baeolophus,ridgwayi,Baeolophus ridgwayi,Juniper Titmouse,EBIRD
23484,257,W i l d h o r s e,2005,63771.3,2762,2011,7,2,20,Eremophila,alpestris,Eremophila alpestris,Horned Lark,EBIRD
23485,257,W i l d h o r s e,2005,63771.3,2762,2011,4,29,NA,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
23486,558,Bobcat Bobcat,2020,115997.5701,4012,2013,3,31,10,Junco,hyemalis,Junco hyemalis,Dark-eyed Junco,EBIRD
23487,558,Bobcat Bobcat,2020,115997.5701,4012,2015,3,15,1,Mimus,polyglottos,Mimus polyglottos,Northern Mockingbird,EBIRD
23488,558,Bobcat Bobcat,2020,115997.5701,4012,2019,4,15,1,Colaptes,auratus,Colaptes auratus,Northern Flicker,EBIRD
23489,257,W i l d h o r s e,2005,63771.3,2762,2015,5,3,3,Myiarchus,cinerascens,Myiarchus cinerascens,Ash-throated Flycatcher,EBIRD
23490,558,Bobcat Bobcat,2020,115997.5701,4012,2013,8,1,6,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
23491,257,W i l d h o r s e,2005,63771.3,2762,2019,6,3,3,Mimus,polyglottos,Mimus polyglottos,Northern Mockingbird,EBIRD
23492,558,Bobcat Bobcat,2020,115997.5701,4012,2017,4,17,4,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
23493,557,DOME DOME,2020,44211.08459,1303,2011,10,5,NA,Campylorhynchus,brunneicapillus,Campylorhynchus brunneicapillus,Cactus Wren,EBIRD
23494,558,Bobcat Bobcat,2020,115997.5701,4012,2012,11,10,1,Colaptes,auratus,Colaptes auratus,Northern Flicker,EBIRD
23495,557,DOME DOME,2020,44211.08459,1303,2019,6,8,1,Thryomanes,bewickii,Thryomanes bewickii,Bewick's Wren,EBIRD
23496,257,W i l d h o r s e,2005,63771.3,2762,2016,12,13,2,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
23497,558,Bobcat Bobcat,2020,115997.5701,4012,2013,3,24,1,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
23498,558,Bobcat Bobcat,2020,115997.5701,4012,2013,8,1,4,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
23499,558,Bobcat Bobcat,2020,115997.5701,4012,2012,11,10,1,Accipiter,cooperii,Accipiter cooperii,Cooper's Hawk,EBIRD
23500,557,DOME DOME,2020,44211.08459,1303,2019,6,19,3,Myiarchus,cinerascens,Myiarchus cinerascens,Ash-throated Flycatcher,EBIRD
23501,558,Bobcat Bobcat,2020,115997.5701,4012,2009,6,20,2,Calypte,anna,Calypte anna,Anna's Hummingbird,EBIRD
23502,558,Bobcat Bobcat,2020,115997.5701,4012,2012,11,10,1,Phalacrocorax,auritus,Phalacrocorax auritus,Double-crested Cormorant,EBIRD
23503,257,W i l d h o r s e,2005,63771.3,2762,2012,4,21,1,Amphispiza,bilineata,Amphispiza bilineata,Black-throated Sparrow,EBIRD
23504,257,W i l d h o r s e,2005,63771.3,2762,2015,10,10,5,Setophaga,coronata,Setophaga coronata,Yellow-rumped Warbler,EBIRD
23505,557,DOME DOME,2020,44211.08459,1303,2019,5,12,2,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
23506,558,Bobcat Bobcat,2020,115997.5701,4012,2010,5,30,1,Icterus,parisorum,Icterus parisorum,Scott's Oriole,EBIRD
23507,558,Bobcat Bobcat,2020,115997.5701,4012,2002,11,29,25,Callipepla,californica,Callipepla californica,California Quail,EBIRD
23508,558,Bobcat Bobcat,2020,115997.5701,4012,1993,4,10,1,Picoides,nuttallii,Picoides nuttallii,Nuttall's Woodpecker,EBIRD
23509,257,W i l d h o r s e,2005,63771.3,2762,2013,3,18,1,Spizella,breweri,Spizella breweri,Brewer's Sparrow,EBIRD
23510,558,Bobcat Bobcat,2020,115997.5701,4012,2016,4,18,6,Aphelocoma,californica,Aphelocoma californica,California Scrub-Jay,EBIRD
23511,558,Bobcat Bobcat,2020,115997.5701,4012,2011,4,25,1,Aphelocoma,californica,Aphelocoma californica,California Scrub-Jay,EBIRD
23512,257,W i l d h o r s e,2005,63771.3,2762,2018,6,11,23,Eremophila,alpestris,Eremophila alpestris,Horned Lark,EBIRD
23513,557,DOME DOME,2020,44211.08459,1303,2010,4,11,3,Campylorhynchus,brunneicapillus,Campylorhynchus brunneicapillus,Cactus Wren,EBIRD
23514,558,Bobcat Bobcat,2020,115997.5701,4012,2013,1,26,1,Thryomanes,bewickii,Thryomanes bewickii,Bewick's Wren,EBIRD
23515,29,S A W T O O T H   C O M P L E X,2006,61767.18,192,2015,4,1,1,Picoides,pubescens,Picoides pubescens,Downy Woodpecker,EBIRD
23516,557,DOME DOME,2020,44211.08459,1303,2013,4,13,1,Callipepla,gambelii,Callipepla gambelii,Gambel's Quail,EBIRD
23517,193,P o w e r h o u s e,2013,30267.57,225,2017,1,14,5,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
23518,240,P o w e r h o u s e,2013,30267.69,225,2017,1,14,5,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
23519,257,W i l d h o r s e,2005,63771.3,2762,2015,4,11,2,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
23520,557,DOME DOME,2020,44211.08459,1303,1980,5,11,15,Zenaida,macroura,Zenaida macroura,Mourning Dove,EBIRD
23521,187,B l u e   C u t,2016,36266.55,278,2014,6,2,2,Aeronautes,saxatalis,Aeronautes saxatalis,White-throated Swift,EBIRD
23522,221,B a l d y,2001,165.785,7,2014,6,2,2,Aeronautes,saxatalis,Aeronautes saxatalis,White-throated Swift,EBIRD
23523,242,B l u e   C u t,2016,36266.7,278,2014,6,2,2,Aeronautes,saxatalis,Aeronautes saxatalis,White-throated Swift,EBIRD
23524,257,W i l d h o r s e,2005,63771.3,2762,2019,6,20,3,Baeolophus,ridgwayi,Baeolophus ridgwayi,Juniper Titmouse,EBIRD
23525,558,Bobcat Bobcat,2020,115997.5701,4012,2013,8,25,1,Contopus,sordidulus,Contopus sordidulus,Western Wood-Pewee,EBIRD
23526,257,W i l d h o r s e,2005,63771.3,2762,2015,5,9,4,Thryomanes,bewickii,Thryomanes bewickii,Bewick's Wren,EBIRD
23527,558,Bobcat Bobcat,2020,115997.5701,4012,2016,4,3,1,Callipepla,californica,Callipepla californica,California Quail,EBIRD
23528,557,DOME DOME,2020,44211.08459,1303,2015,4,11,1,Toxostoma,crissale,Toxostoma crissale,Crissal Thrasher,EBIRD
23529,257,W i l d h o r s e,2005,63771.3,2762,2018,11,24,2,Callipepla,gambelii,Callipepla gambelii,Gambel's Quail,EBIRD
23530,558,Bobcat Bobcat,2020,115997.5701,4012,2012,3,27,1,Toxostoma,redivivum,Toxostoma redivivum,California Thrasher,EBIRD
23531,257,W i l d h o r s e,2005,63771.3,2762,1998,5,17,NA,Baeolophus,ridgwayi,Baeolophus ridgwayi,Juniper Titmouse,EBIRD
23532,558,Bobcat Bobcat,2020,115997.5701,4012,2018,1,30,1,Zenaida,macroura,Zenaida macroura,Mourning Dove,EBIRD
23533,257,W i l d h o r s e,2005,63771.3,2762,1977,4,10,1,Picoides,scalaris,Picoides scalaris,Ladder-backed Woodpecker,EBIRD
23534,558,Bobcat Bobcat,2020,115997.5701,4012,2011,12,27,3,Setophaga,coronata,Setophaga coronata,Yellow-rumped Warbler,EBIRD
23535,257,W i l d h o r s e,2005,63771.3,2762,2019,5,4,2,Callipepla,gambelii,Callipepla gambelii,Gambel's Quail,EBIRD
23536,558,Bobcat Bobcat,2020,115997.5701,4012,2018,7,8,2,Buteo,lineatus,Buteo lineatus,Red-shouldered Hawk,EBIRD
23537,257,W i l d h o r s e,2005,63771.3,2762,1978,5,25,1,Icterus,parisorum,Icterus parisorum,Scott's Oriole,EBIRD
23538,193,P o w e r h o u s e,2013,30267.57,225,2012,4,17,4,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
23539,240,P o w e r h o u s e,2013,30267.69,225,2012,4,17,4,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
23540,558,Bobcat Bobcat,2020,115997.5701,4012,2010,4,10,1,Catharus,guttatus,Catharus guttatus,Hermit Thrush,EBIRD
23541,557,DOME DOME,2020,44211.08459,1303,2017,4,22,6,Amphispiza,bilineata,Amphispiza bilineata,Black-throated Sparrow,EBIRD
23542,558,Bobcat Bobcat,2020,115997.5701,4012,2016,4,18,1,Corvus,corax,Corvus corax,Common Raven,EBIRD
23543,558,Bobcat Bobcat,2020,115997.5701,4012,2012,11,10,1,Ardea,alba,Ardea alba,Great Egret,EBIRD
23544,257,W i l d h o r s e,2005,63771.3,2762,2018,5,6,1,Aquila,chrysaetos,Aquila chrysaetos,Golden Eagle,EBIRD
23545,257,W i l d h o r s e,2005,63771.3,2762,2014,5,24,2,Gymnorhinus,cyanocephalus,Gymnorhinus cyanocephalus,Pinyon Jay,EBIRD
23546,557,DOME DOME,2020,44211.08459,1303,2019,3,19,3,Toxostoma,crissale,Toxostoma crissale,Crissal Thrasher,EBIRD
23547,558,Bobcat Bobcat,2020,115997.5701,4012,2019,4,15,2,Icterus,bullockii,Icterus bullockii,Bullock's Oriole,EBIRD
23548,558,Bobcat Bobcat,2020,115997.5701,4012,2012,11,10,1,Ardea,herodias,Ardea herodias,Great Blue Heron,EBIRD
23549,257,W i l d h o r s e,2005,63771.3,2762,2015,6,7,2,Buteo,albonotatus,Buteo albonotatus,Zone-tailed Hawk,EBIRD
23550,558,Bobcat Bobcat,2020,115997.5701,4012,2014,4,21,6,Agelaius,phoeniceus,Agelaius phoeniceus,Red-winged Blackbird,EBIRD
23551,557,DOME DOME,2020,44211.08459,1303,2011,6,4,1,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
23552,558,Bobcat Bobcat,2020,115997.5701,4012,2015,4,20,1,Aphelocoma,californica,Aphelocoma californica,California Scrub-Jay,EBIRD
23553,558,Bobcat Bobcat,2020,115997.5701,4012,2004,4,20,1,Turdus,migratorius,Turdus migratorius,American Robin,EBIRD
23554,29,S A W T O O T H   C O M P L E X,2006,61767.18,192,2017,1,1,1,Aquila,chrysaetos,Aquila chrysaetos,Golden Eagle,EBIRD
